premium_price
15000
34000
29000
23000
15000
38000
23000
35000
15000
19000
28000
28000
38000
23000
31000
28000
31000
38000
28000
23000
23000
31000
25000
15000
28000
28000
28000
15000
28000
23000
23000
38000
29000
15000
28000
23000
15000
23000
25000
23000
35000
23000
28000
23000
29000
39000
23000
15000
29000
23000
23000
15000
21000
25000
28000
23000
30000
38000
28000
35000
25000
23000
15000
35000
23000
23000
15000
25000
15000
15000
29000
30000
21000
19000
38000
15000
35000
31000
28000
23000
28000
23000
23000
15000
16000
23000
23000
15000
35000
23000
15000
30000
28000
28000
15000
23000
23000
15000
28000
23000
35000
19000
25000
39000
15000
15000
15000
24000
38000
28000
15000
31000
28000
23000
23000
31000
15000
29000
24000
15000
15000
25000
25000
15000
23000
28000
23000
23000
30000
25000
38000
29000
30000
23000
25000
31000
23000
28000
25000
21000
15000
28000
15000
15000
23000
28000
30000
15000
15000
29000
15000
23000
30000
23000
23000
30000
38000
15000
31000
38000
21000
28000
15000
38000
31000
29000
28000
29000
21000
21000
28000
15000
25000
23000
39000
38000
30000
28000
29000
19000
28000
29000
25000
28000
27000
15000
35000
15000
23000
28000
25000
23000
25000
28000
15000
38000
28000
23000
15000
15000
29000
25000
28000
15000
25000
15000
15000
23000
15000
28000
23000
25000
35000
30000
23000
31000
23000
29000
23000
15000
23000
23000
31000
23000
15000
25000
15000
23000
25000
29000
23000
23000
23000
29000
23000
29000
15000
29000
25000
19000
23000
23000
23000
28000
28000
23000
25000
23000
25000
15000
23000
23000
29000
23000
31000
15000
21000
15000
25000
25000
23000
29000
28000
23000
28000
25000
38000
28000
29000
15000
31000
15000
21000
15000
30000
15000
15000
15000
23000
18000
15000
15000
15000
32000
23000
21000
29000
30000
23000
35000
23000
19000
15000
36000
28000
15000
23000
28000
15000
15000
15000
15000
23000
28000
29000
29000
35000
28000
38000
25000
26000
23000
23000
15000
32000
23000
28000
15000
30000
23000
29000
31000
26000
31000
28000
28000
23000
25000
28000
23000
20000
23000
28000
23000
16000
23000
28000
23000
23000
25000
28000
15000
15000
25000
30000
28000
25000
15000
28000
15000
23000
38000
30000
32000
28000
15000
15000
15000
23000
23000
23000
30000
15000
23000
38000
25000
23000
30000
23000
15000
23000
21000
23000
23000
15000
19000
15000
19000
23000
15000
23000
19000
38000
30000
35000
28000
25000
25000
23000
23000
15000
25000
29000
28000
35000
23000
31000
23000
23000
21000
28000
23000
19000
23000
23000
15000
21000
23000
28000
23000
23000
29000
23000
23000
15000
15000
25000
23000
30000
23000
25000
15000
15000
23000
35000
15000
35000
35000
39000
35000
15000
28000
23000
25000
23000
28000
25000
15000
15000
30000
28000
28000
30000
25000
31000
28000
15000
28000
25000
28000
23000
28000
23000
25000
29000
23000
29000
15000
23000
28000
28000
15000
23000
23000
15000
15000
25000
21000
32000
35000
29000
25000
15000
35000
31000
15000
23000
23000
23000
28000
25000
35000
31000
28000
38000
23000
15000
23000
25000
15000
25000
23000
28000
23000
23000
15000
28000
23000
25000
38000
23000
23000
28000
25000
25000
25000
28000
15000
15000
15000
39000
29000
21000
23000
23000
29000
29000
23000
21000
23000
23000
26000
15000
15000
23000
30000
23000
23000
29000
15000
30000
25000
25000
15000
23000
26000
23000
15000
15000
23000
23000
38000
25000
15000
19000
15000
29000
23000
19000
25000
25000
15000
23000
28000
23000
23000
23000
28000
23000
23000
21000
35000
15000
29000
28000
28000
30000
23000
30000
35000
15000
31000
30000
28000
23000
25000
23000
23000
15000
23000
23000
23000
23000
15000
15000
23000
28000
30000
29000
15000
26000
25000
23000
25000
15000
29000
25000
15000
28000
29000
30000
23000
25000
15000
15000
23000
28000
15000
30000
35000
29000
28000
29000
15000
29000
35000
23000
23000
23000
21000
29000
15000
24000
23000
21000
23000
15000
15000
19000
23000
25000
38000
25000
38000
25000
15000
23000
28000
35000
15000
25000
28000
23000
23000
28000
25000
25000
21000
23000
29000
25000
23000
23000
23000
23000
28000
29000
15000
25000
15000
29000
23000
15000
23000
25000
28000
35000
15000
25000
15000
15000
23000
15000
23000
28000
29000
28000
28000
30000
25000
23000
40000
28000
25000
28000
25000
15000
28000
23000
30000
29000
23000
15000
26000
28000
28000
15000
15000
28000
30000
23000
28000
23000
29000
15000
15000
23000
23000
35000
28000
28000
29000
25000
23000
23000
28000
25000
28000
23000
30000
30000
15000
35000
23000
15000
31000
23000
15000
23000
17000
29000
28000
25000
35000
38000
21000
28000
15000
25000
23000
23000
23000
15000
25000
23000
23000
15000
24000
25000
23000
15000
23000
23000
15000
23000
38000
35000
15000
15000
35000
29000
15000
23000
25000
15000
25000
28000
15000
15000
25000
15000
23000
15000
15000
28000
23000
28000
23000
29000
29000
28000
30000
30000
25000
25000
28000
31000
31000
